ort;kanton;name;baujahr;konfession;bautypus;architekt;infolink;id
St. Gallen;SG;Neuapostolische Kirche;2016 - 2017;Neuapostolisch;Kirche;Keel, Jürg;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1741_sg_st_gallen_neuapostolische_kirche/index_ger.html;1741
Bulle;FR;Chapelle Notre Dame de Clés;1956;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1742_fr_bulle_chapelle_notre_dame_de_cls/index_ger.html;1742
Murten;FR;Neuapostolische Kirche;2017;Neuapostolisch;Kirche;Walser, Peter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1743_fr_murten_neuapostolische_kirche/index_ger.html;1743
Täsch;VS;Kapelle Ranft;1961;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1744_vs_taesch_kapelle_ranft/index_ger.html;1744
Riederalp;VS;St. Bernhard;2002;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1746_vs_riederalp_st_bernhard/index_ger.html;1746
Bellach;SO;Reformierte Kirche und Pfarrhaus;1956 - 1957;Evangelisch-reformiert;Kirche;"Bracher, Hans; Frey, Willy; Alois, Egger";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1747_so_bellach_reformierte_kirche_und_pfarrhaus/index_ger.html;1747
Walenstadt;SG;Kurhaus und Kapelle;1962;Römisch-katholisch;Kapelle;Burkard, Hans;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1749_sg_walenstadt_kurhaus_und_kapelle/index_ger.html;1749
Zürich;ZH;Friedhof Eichbühl, Kapelle;1992;Römisch-katholisch;Kapelle;Eicher, Fred;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1751_zh_zuerich_friedhof_eichbuehl_kapelle/index_ger.html;1751
Montana (Crans-Montana);VS;Eglise protestante;1959;Evangelisch-reformiert;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1752_vs_montana_crans_montana_eglise_protestante/index_ger.html;1752
Crans-Montana;VS;Notre-Dame de Crêta d'Asse;1977 - 1978;Römisch-katholisch;Kapelle;"Valentini, Marco; Pralong, Pierre";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1754_vs_crans_montana_notre_dame_de_crta_d_asse/index_ger.html;1754
St. Gallen;SG;Kirchgemeindehaus Winkeln;1962;Evangelisch-reformiert;Gemeindezentrum;Künzler, Max;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1755_sg_st_gallen_kirchgemeindehaus_winkeln/index_ger.html;1755
Kriegstetten;SO;Pfarreizentrum St. Mauritius;2018 - 2019;Römisch-katholisch;Gemeindezentrum;"Ern, Christiane; Heinzl, Simeon";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1763_so_kriegstetten_pfarreizentrum_st_mauritius/index_ger.html;1763
Belp;BE;Serbisch-orthodoxe Kirchgemeinde Bern;2009 - 2018;Serbisch-orthodox;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1764_be_belp_serbisch_orthodoxe_kirchgemeinde_bern/index_ger.html;1764
Goppenstein (Ferden);VS;Hl. Johannes;1976;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1766_vs_goppenstein_ferden_hl_johannes/index_ger.html;1766
Lupfig;AG;St. Paulus;1966;Römisch-katholisch;Kirche;"Wernle, Josef; Firma HORTA AG, Zürich";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1768_ag_lupfig_st_paulus/index_ger.html;1768
La Tzoumaz (Riddes);VS;Chapelle de l'Ascension;2011;Römisch-katholisch;Kapelle;Delaloye Architectes Associes;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1770_vs_la_tzoumaz_riddes_chapelle_de_l_ascension/index_ger.html;1770
Eison (Saint-Martin VS);VS;Chapelle St-Georges;1960;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1771_vs_eison_saint_martin_vs_chapelle_st_georges/index_ger.html;1771
Les Agettes (Sion);VS;Coeur immaculé de Marie;1958;Römisch-katholisch;Kirche;"Duttweiler, Francois; Pitteloud, R.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1772_vs_les_agettes_sion_coeur_immacul_de_marie/index_ger.html;1772
Anzère (Ayent);VS;Chapelle Saint-Jean-Baptiste;1992;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1773_vs_anzre_ayent_chapelle_saint_jean_baptiste/index_ger.html;1773
Saint-Gingolph;VS;Institut de l’Ecole des Missions;1967 - 1969;Römisch-katholisch;Kapelle;Bugna, Arthur;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1774_vs_saint_gingolph_chapelle_des_missions_bouveret/index_ger.html;1774
Bettingen;BS;Kirche Bettingen;2019 - 2021;Evangelisch-reformiert;Kirche;"Hindemann, Andreas; Keller, Thomas; et al.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1775_bs_bettingen_kirche_bettingen/index_ger.html;1775
Oberdorf;SO;Ökumenische Bergkapelle Weissenstein;1981;Ökumenisch;Kapelle;Hatz, Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1777_so_oberdorf_oekumenische_bergkapelle_weissenstein/index_ger.html;1777
Obfelden;ZH;St. Antonius;1965;Römisch-katholisch;Gemeindezentrum;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1778_zh_obfelden_st_antonius/index_ger.html;1778
Lourtier (Bagnes);VS;Notre-Dame du Bon-Conseil;1955 - 1957;Römisch-katholisch;Kapelle;Sartoris, Alberto;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1780_vs_lourtier_bagnes_notre_dame_du_bon_conseil/index_ger.html;1780
Sainte-Croix VD;VD;St. François de Sales;1967;Römisch-katholisch;Kirche;Dumas, Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1781_vd_sainte_croix_vd_st_franois_de_sales/index_ger.html;1781
Ferden;VS;Maria Königin;1951;Römisch-katholisch;Kapelle;Werlen, Otto;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1782_vs_ferden_maria_koenigin/index_ger.html;1782
Schwaderloch;AG;St. Antonius von Padua;1955 - 1956;Römisch-katholisch;Kirche;"Heim und Lienhard; Moser, Alois; et al.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1784_ag_schwaderloch_st_antonius_von_padua/index_ger.html;1784
Mumpf;AG;St. Martin;1957;Römisch-katholisch;Kirche;"Moser, Alois; Moser, Walter";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1785_ag_mumpf_st_martin/index_ger.html;1785
Seon;AG;St. Theresia vom Kinde Jesu;1966;Römisch-katholisch;Gemeindezentrum;"Wernle, Josef; Firma HORTA AG, Zürich";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1786_ag_seon_st_theresia_vom_kinde_jesu/index_ger.html;1786
Kaiseraugst;AG;Reformiertes Kirchgemeindehaus;1967;Evangelisch-reformiert;Gemeindezentrum;Aeschbach, Emil;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1787_ag_kaiseraugst_reformiertes_kirchgemeindehaus/index_ger.html;1787
Klingnau;AG;St. Katharina;1968 - 1969;Christkatholisch;Kirche;Brütsch, Hanns A. (Umbau);https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1788_ag_klingnau_st_katharina/index_ger.html;1788
Wallbach;AG;St. Sebastian;1972;Christkatholisch;Kirche;"Strobel, Paul (1928); Jäggi, Paul (1972)";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1789_ag_wallbach_st_sebastian/index_ger.html;1789
Magden;AG;Reformiertes Kirchgemeindehaus Gässli;1976 - 1977;Evangelisch-reformiert;Gemeindezentrum;Blumer, Curt Peter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1790_ag_magden_reformiertes_kirchgemeindehaus_gaessli/index_ger.html;1790
Lengnau AG;AG;St. Martin;1977;Römisch-katholisch;Kirche;Spettig Gähwiler Lindegger;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1791_ag_lengnau_ag_st_martin/index_ger.html;1791
Gränichen;AG;Begegnungszentrum Töndler;1987;Römisch-katholisch;Gemeindezentrum;Bachmann, Schibli + Zerkiebel;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1792_ag_graenichen_begegnungszentrum_toendler/index_ger.html;1792
Aarau;AG;Evangelisch-methodistische Kirche Paulus;1989 - 1990;Evangelisch-methodistisch;Kirche;Roser, Hans;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1793_ag_aarau_evangelisch_methodistische_kirche_paulus/index_ger.html;1793
Gränichen;AG;Neuapostolische Kirche;2003 - 2006;Neuapostolisch;Kirche;Dürig, Jean-Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1795_ag_graenichen_neuapostolische_kirche/index_ger.html;1795
Strengelbach;AG;St. Marien;2006;Römisch-katholisch;Kirche;Alberati, Robert;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1796_ag_strengelbach_st_marien/index_ger.html;1796
Boningen;SO;Bruder Klaus;1975;Römisch-katholisch;Kirche;"Wernle, Josef; Firma HORTA AG, Zürich";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1797_so_boningen_bruder_klaus/index_ger.html;1797
Wallisellen;ZH;Tituskirche;1984;Freie Evangelische Gemeinde;Kirche;"Wernle, Josef; Firma HORTA AG, Zürich";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1798_zh_wallisellen_tituskirche/index_ger.html;1798
Horw;LU;Kapelle Steinmattli;1956;Römisch-katholisch;Kapelle;o.A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1804_lu_horw_kapelle_steinmattli/index_ger.html;1804
Versegères (Bagnes);VS;Pierre aux lions;1969;Römisch-katholisch;Kapelle;Gard, Cyrille;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1805_vs_versegres_bagnes_pierre_aux_lions/index_ger.html;1805
Horw;LU;Zentrumskapelle im Pfarreizentrum;1970;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1806_lu_horw_zentrumskapelle_im_pfarreizentrum/index_ger.html;1806
Steffisburg;BE;Kirchgemeindehaus Kaliforni;1978;Evangelisch-reformiert;Gemeindezentrum;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1807_be_steffisburg_kirchgemeindehaus_kaliforni/index_ger.html;1807
Steffisburg;BE;Kirche Glockental;1968;Evangelisch-reformiert;Gemeindezentrum;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1808_be_steffisburg_kirche_glockental/index_ger.html;1808
Engi (Glarus Süd);GL;Peter und Paul;1983 - 1984;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1809_gl_engi_glarus_sued_peter_und_paul/index_ger.html;1809
Mitlödi (Glarus Süd);GL;Maria von Einsiedeln;1951;Römisch-katholisch;Kapelle;o.A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1810_gl_mitloedi_glarus_sued_maria_von_einsiedeln/index_ger.html;1810
Murg (Quarten);SG;St. Johannes;1976 - 1977;Römisch-katholisch;Gemeindezentrum;"Bächtold, Rolf; Baumgartner, Arthur";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1811_sg_murg_quarten_st_johannes/index_ger.html;1811
Randogne (Crans-Montana);VS;Notre-Dame-des-Neiges;1951 - 1953;Römisch-katholisch;Kirche;Dumas, Fernand;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1813_vs_randogne_crans_montana_notre_dame_des_neiges/index_ger.html;1813
Buochs;NW;Reformierte Kirche;1962;Evangelisch-reformiert;Kirche;Bitterli, Oskar;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1814_nw_buochs_reformierte_kirche/index_ger.html;1814
Zürich;ZH;Kapelle der Saffa (Schweizerische Ausstellung für Frauenarbeit);1958;Ökumenisch;Kapelle;"Hubacher, Annemarie; Hubacher, Hans; et al.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1815_zh_zuerich_kapelle_der_saffa_schweizerische_ausstellung_fuer_frauenarbeit/index_ger.html;1815
Zürich;ZH;Abdankungshalle Friedhof Eichbühl;1963 - 1968;Friedhof;Kapelle;"Hubacher, Annemarie; Hubacher, Hans; et al.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1816_zh_zuerich_abdankungshalle_friedhof_eichbuehl/index_ger.html;1816
Dornach;SO;Timotheus-Zentrum;2005 - 2008;Evangelisch-reformiert;Gemeindezentrum;"Guignard, Pascale; Saner, Stefan";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1817_so_dornach_timotheus_zentrum/index_ger.html;1817
Erstfeld;UR;Autobahnkapelle;1998;Multireligiös;Kapelle;"Guignard, Pascale; Saner, Stefan";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1818_ur_erstfeld_autobahnkapelle/index_ger.html;1818
Oerlikon;ZH;Evangelisch-methodistische Kapelle mit Wohnungen;2011 - 2015;Evangelisch-methodistisch;Kapelle;"Guignard, Pascale; Saner, Stefan";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1819_zh_oerlikon_evangelisch_methodistische_kapelle_mit_wohnungen/index_ger.html;1819
Kloten;ZH;Evangelisch-methodistische Kapelle mit Wohnungen;2006 - 2009;Evangelisch-methodistisch;Kapelle;"Guignard, Pascale; Saner, Stefan";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1820_zh_kloten_evangelisch_methodistische_kapelle_mit_wohnungen/index_ger.html;1820
Seewen SZ;SZ;Pfarrkirche Seewen;1959 - 1961;Römisch-katholisch;Kirche;Freitag, Wilhelm;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1821_sz_seewen_sz_pfarrkirche_seewen/index_ger.html;1821
Immensee;SZ;Hoftrakt des Missionshauses;1957 - 1959;Römisch-katholisch;Kloster;Glaus, Otto;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1822_sz_immensee_hoftrakt_des_missionshauses/index_ger.html;1822
Eschlikon;TG;Bruder-Klaus;1964;Römisch-katholisch;Kirche;Sperisen, Otto;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1823_tg_eschlikon_bruder_klaus/index_ger.html;1823
Wilen;TG;Kirchenzentrum;2004;Ökumenisch;Gemeindezentrum;"Häne, Markus; Stäheli, Paul";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1824_tg_wilen_kirchenzentrum/index_ger.html;1824
Sarnen;OW;Reformierte Kirche;1960;Evangelisch-reformiert;Gemeindezentrum;Gutmann, Rolf;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1825_ow_sarnen_reformierte_kirche/index_ger.html;1825
Sempach;LU;Kirchenzentrum Sempach;1996;Evangelisch-reformiert;Gemeindezentrum;Heini, Roland;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1826_lu_sempach_kirchenzentrum_sempach/index_ger.html;1826
Gunzwil (Beromünster);LU;Kirchenzentrum Michelsamt;2011;Evangelisch-reformiert;Gemeindezentrum;Jäger, Martin;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1827_lu_gunzwil_beromuenster_kirchenzentrum_michelsamt/index_ger.html;1827
Oberriet;SG;Rietkapelle (Maria Knotenlöserin);1988;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1828_sg_oberriet_rietkapelle_maria_knotenloeserin/index_ger.html;1828
Winterthur;ZH;Kapelle Veltheim;2019;Evangelisch-reformiert;Kapelle;Jedele-Schudel, Markus;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1829_zh_winterthur_kapelle_veltheim/index_ger.html;1829
Gland VD;VD;Saint-Jean-Baptiste;1972;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1830_vd_gland_vd_saint_jean_baptiste/index_ger.html;1830
Meyrin;GE;Centre Paroissial Œcuménique;1976;Ökumenisch;Gemeindezentrum;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1831_ge_meyrin_centre_paroissial_cumnique/index_ger.html;1831
Martigny-Combe;VS;Chapelle de Mayen-Basse;1953;Römisch-katholisch;Kapelle;Gillioz, Aloys;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1832_vs_martigny_combe_chapelle_de_mayen_basse/index_ger.html;1832
Haute-Nendaz (Nendaz);VS;Saint-Michel;1953;Römisch-katholisch;Kirche;Praz, Lucien;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1833_vs_haute_nendaz_nendaz_saint_michel/index_ger.html;1833
Verbier (Bagnes);VS;Eglise protestante;1954;Evangelisch-reformiert;Kirche;Bujard, Alexandre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1834_vs_verbier_bagnes_eglise_protestante/index_ger.html;1834
Les Marécottes (Salvan);VS;Notre Dame des Neiges;1956;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1835_vs_les_marcottes_salvan_notre_dame_des_neiges/index_ger.html;1835
Signèse (Ayent);VS;St-Antoine de Padoue;1956;Römisch-katholisch;Kapelle;Tronchet, Robert;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1836_vs_signse_ayent_st_antoine_de_padoue/index_ger.html;1836
Törbel;VS;Antonius von Padua;1958;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1837_vs_toerbel_antonius_von_padua/index_ger.html;1837
Kippel;VS;Kapelle Hl. Anna;1959;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1838_vs_kippel_kapelle_hl_anna/index_ger.html;1838
Monthey;VS;St-Joseph;1960;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1839_vs_monthey_st_joseph/index_ger.html;1839
Lens;VS;Cœur de Marie;1963;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1840_vs_lens_cur_de_marie/index_ger.html;1840
Martigny;VS;Chapelle de la Prévôté de St-Bernard;1964;Römisch-katholisch;Kapelle;Ellenberger, Jean-Marie;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1841_vs_martigny_chapelle_de_la_prvt_de_st_bernard/index_ger.html;1841
Monthey;VS;Notre-Dame de l'Assomption;1964;Römisch-katholisch;Kapelle;Zimmermann, Charles;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1842_vs_monthey_notre_dame_de_l_assomption/index_ger.html;1842
Zermatt;VS;"Kapelle Zum See ""Hl. Barbara""";1964;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1844_vs_zermatt_kapelle_zum_see_hl_barbara/index_ger.html;1844
Sierre;VS;Institut Notre-Dame de Lourdes, Chapelle;1965;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1845_vs_sierre_institut_notre_dame_de_lourdes_chapelle/index_ger.html;1845
Finhaut;VS;Notre Dame des Clés;1966;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1846_vs_finhaut_notre_dame_des_cls/index_ger.html;1846
Nendaz;VS;Notre-Dame du Perpétuel Secours;1967;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1847_vs_nendaz_notre_dame_du_perptuel_secours/index_ger.html;1847
Orsières;VS;Notre-Dame du Bon-Secours;1967;Römisch-katholisch;Kapelle;Lovay, Marc;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1848_vs_orsires_notre_dame_du_bon_secours/index_ger.html;1848
Gondo (Zwischbergen);VS;San Marco;1968;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1849_vs_gondo_zwischbergen_san_marco/index_ger.html;1849
Grächen;VS;Niklaus von Flüe;1971;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1850_vs_graechen_niklaus_von_fluee/index_ger.html;1850
Savièse;VS;Saint-Nicolas-de-Flüe;1973;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1851_vs_savise_saint_nicolas_de_fluee/index_ger.html;1851
Steg-Hohtenn;VS;St. Barbara;1974;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1852_vs_steg_hohtenn_st_barbara/index_ger.html;1852
Blatten (Lötschen);VS;Antonius von Padua;1976;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1853_vs_blatten_loetschen_antonius_von_padua/index_ger.html;1853
Fully;VS;Notre Dame de la Paix;1976;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1854_vs_fully_notre_dame_de_la_paix/index_ger.html;1854
Nendaz;VS;St-Jean-Baptiste;1977;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1855_vs_nendaz_st_jean_baptiste/index_ger.html;1855
Stalden;VS;Mutter Gottes;1980;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1800/1856_vs_stalden_mutter_gottes/index_ger.html;1856
